"Banque","Ville","Code BIC","Code Banque","Code Pays 2c","Code Localité","Code agence"
"SOCIETE GENERALE","PARIS","SOGEFRPPATV","SOGE","FR","PP","ATV"
"SOCIETE GENERALE","PARIS","SOGEFRPPTVI","SOGE","FR","PP","TVI"
"SOCIETE GENERALE","PARIS","SOGEFRPPBLG","SOGE","FR","PP","BLG"
"SOCIETE GENERALE","PARIS","SOGEFRPPAAA","SOGE","FR","PP","AAA"
"SOCIETE GENERALE","PARIS","SOGEFRPPACF","SOGE","FR","PP","ACF"
"SOCIETE GENERALE","PARIS","SOGEFRPPSGA","SOGE","FR","PP","SGA"
"SOCIETE GENERALE","PARIS","SOGEFRPPCBV","SOGE","FR","PP","CBV"
"SOCIETE GENERALE","PARIS","SOGEFRPPSGI","SOGE","FR","PP","SGI"
"SOCIETE GENERALE","PARIS","SOGEFRPPBTC","SOGE","FR","PP","BTC"
"SOCIETE GENERALE","PARIS","SOGEFRPPBTL","SOGE","FR","PP","BTL"
"SOCIETE GENERALE","PARIS","SOGEFRPPFIP","SOGE","FR","PP","FIP"
"SOCIETE GENERALE","PARIS","SOGEFRPPSGO","SOGE","FR","PP","SGO"
"SOCIETE GENERALE","PARIS","SOGEFRPPLMC","SOGE","FR","PP","LMC"
"SOCIETE GENERALE","PARIS","SOGEFRPPLMA","SOGE","FR","PP","LMA"
"SOCIETE GENERALE","PARIS","SOGEFRPPLMB","SOGE","FR","PP","LMB"
"SOCIETE GENERALE","PARIS","SOGEFRPPASI","SOGE","FR","PP","ASI"
"SOCIETE GENERALE","PARIS","SOGEFRPPTCP","SOGE","FR","PP","TCP"
"SOCIETE GENERALE","PARIS","SOGEFRPP","SOGE","FR","PP",""
"SOCIETE GENERALE","PARIS","SOGEFRPPAMS","SOGE","FR","PP","AMS"
"SOCIETE GENERALE","PARIS","SOGEFRPPBTI","SOGE","FR","PP","BTI"
"SOCIETE GENERALE","PARIS","SOGEFRPPBTZ","SOGE","FR","PP","BTZ"
"SOCIETE GENERALE","PARIS","SOGEFRPPBXL","SOGE","FR","PP","BXL"
"SOCIETE GENERALE","PARIS","SOGEFRPPEFK","SOGE","FR","PP","EFK"
"SOCIETE GENERALE","PARIS","SOGEFRPPFKT","SOGE","FR","PP","FKT"
"SOCIETE GENERALE","PARIS","SOGEFRPPHCM","SOGE","FR","PP","HCM"
"SOCIETE GENERALE","PARIS","SOGEFRPPMAD","SOGE","FR","PP","MAD"
"SOCIETE GENERALE","PARIS","SOGEFRPPMLA","SOGE","FR","PP","MLA"
"SOCIETE GENERALE","PARIS","SOGEFRPPMTL","SOGE","FR","PP","MTL"
"SOCIETE GENERALE","PARIS","SOGEFRPPPSZ","SOGE","FR","PP","PSZ"
"SOCIETE GENERALE","PARIS","SOGEFRPPTOK","SOGE","FR","PP","TOK"
"SOCIETE GENERALE","PAU","SOGEFRPPPAU","SOGE","FR","PP","PAU"
"SOCIETE GENERALE","PERIGUEUX","SOGEFRPPPRX","SOGE","FR","PP","PRX"
"SOCIETE GENERALE","PERPIGNAN","SOGEFRPPPPG","SOGE","FR","PP","PPG"
"SOCIETE GENERALE","POISSY","SOGEFRPPPOI","SOGE","FR","PP","POI"
"SOCIETE GENERALE","POITIERS","SOGEFRPPPOT","SOGE","FR","PP","POT"
"SOCIETE GENERALE","PUTEAUX","SOGEFRPPPUB","SOGE","FR","PP","PUB"
"SOCIETE GENERALE","QUIMPER","SOGEFRPPQMP","SOGE","FR","PP","QMP"
"SOCIETE GENERALE","REIMS","SOGEFRPPRIM","SOGE","FR","PP","RIM"
"SOCIETE GENERALE","RENNES","SOGEFRPPREN","SOGE","FR","PP","REN"
"SOCIETE GENERALE","ROANNE","SOGEFRPPRON","SOGE","FR","PP","RON"
"SOCIETE GENERALE","RODEZ","SOGEFRPPRDZ","SOGE","FR","PP","RDZ"
"SOCIETE GENERALE","ROUBAIX","SOGEFRPPROX","SOGE","FR","PP","ROX"
"SOCIETE GENERALE","ROUEN","SOGEFRPPROE","SOGE","FR","PP","ROE"
"SOCIETE GENERALE","RUEIL MALMAISON","SOGEFRPPRUM","SOGE","FR","PP","RUM"
"SOCIETE GENERALE","RUNGIS","SOGEFRPPRUH","SOGE","FR","PP","RUH"
"SOCIETE GENERALE","SAINT BRIEUC","SOGEFRPPSTB","SOGE","FR","PP","STB"
"SOCIETE GENERALE","SAINT DENIS","SOGEFRPPSAD","SOGE","FR","PP","SAD"
"SOCIETE GENERALE","SAINT DIE","SOGEFRPPSTD","SOGE","FR","PP","STD"
"SOCIETE GENERALE","SAINT DIZIER","SOGEFRPPSDZ","SOGE","FR","PP","SDZ"
"SOCIETE GENERALE","SAINT ETIENNE","SOGEFRPPSAE","SOGE","FR","PP","SAE"
"SOCIETE GENERALE","SAINT ETIENNE","SOGEFRPPSTE","SOGE","FR","PP","STE"
"SOCIETE GENERALE","SAINT GERMAIN EN LAYE","SOGEFRPPSGL","SOGE","FR","PP","SGL"
"SOCIETE GENERALE","SAINT LEU LA FORET","SOGEFRPPSLF","SOGE","FR","PP","SLF"
"SOCIETE GENERALE","SAINT LO","SOGEFRPPSTL","SOGE","FR","PP","STL"
"SOCIETE GENERALE","SAINT MALO","SOGEFRPPSMR","SOGE","FR","PP","SMR"
"SOCIETE GENERALE","SAINT MAUR DES FOSSES (LE PARC)","SOGEFRPPPSM","SOGE","FR","PP","PSM"
"SOCIETE GENERALE","SAINT NAZAIRE","SOGEFRPPSTN","SOGE","FR","PP","STN"
"SOCIETE GENERALE","SAINT OMER","SOGEFRPPSTO","SOGE","FR","PP","STO"
"SOCIETE GENERALE","SAINT OUEN","SOGEFRPPSAO","SOGE","FR","PP","SAO"
"SOCIETE GENERALE","SAINT QUENTIN","SOGEFRPPSTQ","SOGE","FR","PP","STQ"
"SOCIETE GENERALE","SAINT QUENTIN EN YVELINES","SOGEFRPPSQY","SOGE","FR","PP","SQY"
"SOCIETE GENERALE","SAINT RAPHAEL","SOGEFRPPSTR","SOGE","FR","PP","STR"
"SOCIETE GENERALE","SAINTE MAXIME","SOGEFRPPSTM","SOGE","FR","PP","STM"
"SOCIETE GENERALE","SALON DE PROVENCE","SOGEFRPPSDP","SOGE","FR","PP","SDP"
"SOCIETE GENERALE","SANNOIS","SOGEFRPPSAN","SOGE","FR","PP","SAN"
"SOCIETE GENERALE","SARTROUVILLE","SOGEFRPPSAT","SOGE","FR","PP","SAT"
"SOCIETE GENERALE","SCEAUX","SOGEFRPPSCE","SOGE","FR","PP","SCE"
"SOCIETE GENERALE","SENS","SOGEFRPPSEN","SOGE","FR","PP","SEN"
"SOCIETE GENERALE","SETE","SOGEFRPPSET","SOGE","FR","PP","SET"
"SOCIETE GENERALE","SEVRES","SOGEFRPPSEV","SOGE","FR","PP","SEV"
"SOCIETE GENERALE","SOISSONS","SOGEFRPPSOS","SOGE","FR","PP","SOS"
"SOCIETE GENERALE","STRASBOURG","SOGEFRPPBRG","SOGE","FR","PP","BRG"
"SOCIETE GENERALE","STRASBOURG","SOGEFRPPSTG","SOGE","FR","PP","STG"
"SOCIETE GENERALE","SURESNES","SOGEFRPPSUR","SOGE","FR","PP","SUR"
"SOCIETE GENERALE","TARBES","SOGEFRPPTBS","SOGE","FR","PP","TBS"
"SOCIETE GENERALE","THONON LES BAINS","SOGEFRPPTLB","SOGE","FR","PP","TLB"
"SOCIETE GENERALE","TORCY","SOGEFRPPMLV","SOGE","FR","PP","MLV"
"SOCIETE GENERALE","TOULON","SOGEFRPPTLN","SOGE","FR","PP","TLN"
"SOCIETE GENERALE","TOULON","SOGEFRPPLAF","SOGE","FR","PP","LAF"
"SOCIETE GENERALE","TOULOUSE","SOGEFRPPTLS","SOGE","FR","PP","TLS"
"SOCIETE GENERALE","TOURCOING","SOGEFRPPTRG","SOGE","FR","PP","TRG"
"SOCIETE GENERALE","TOURS","SOGEFRPPTOR","SOGE","FR","PP","TOR"
"SOCIETE GENERALE","TROYES","SOGEFRPPTOY","SOGE","FR","PP","TOY"
"SOCIETE GENERALE","VALENCE","SOGEFRPPVSR","SOGE","FR","PP","VSR"
"SOCIETE GENERALE","VALENCIENNES","SOGEFRPPVAC","SOGE","FR","PP","VAC"
"SOCIETE GENERALE","VANNES","SOGEFRPPVAN","SOGE","FR","PP","VAN"
"SOCIETE GENERALE","VERNON","SOGEFRPPVER","SOGE","FR","PP","VER"
"SOCIETE GENERALE","VERSAILLES","SOGEFRPPVES","SOGE","FR","PP","VES"
"SOCIETE GENERALE","VICHY","SOGEFRPPVIC","SOGE","FR","PP","VIC"
"SOCIETE GENERALE","VIERZON","SOGEFRPPVIZ","SOGE","FR","PP","VIZ"
"SOCIETE GENERALE","VILLEFRANCHE SUR SAONE","SOGEFRPPVSS","SOGE","FR","PP","VSS"
"SOCIETE GENERALE","VILLENEUVE SUR LOT","SOGEFRPPVSL","SOGE","FR","PP","VSL"
"SOCIETE GENERALE","VILLEPINTE","SOGEFRPPVPR","SOGE","FR","PP","VPR"
"SOCIETE GENERALE","VILLEURBANNE","SOGEFRPPLYV","SOGE","FR","PP","LYV"
"SOCIETE GENERALE","VINCENNES","SOGEFRPPVIN","SOGE","FR","PP","VIN"
"SOCIETE GENERALE","VITROLLES","SOGEFRPPVTL","SOGE","FR","PP","VTL"
"SOCIETE GENERALE","VOIRON","SOGEFRPPVOI","SOGE","FR","PP","VOI"
"SOCIETE GENERALE SCF","PUTEAUX","GSCFFR22","GSCF","FR","22",""
"SOCIETE GENERALE SFH","PARIS","GSFHFRPP","GSFH","FR","PP",""
"SOCIETE MARSEILLAISE DE CREDIT","AIX EN PROVENCE","SMCTFR2AAIX","SMCT","FR","2A","AIX"
"SOCIETE MARSEILLAISE DE CREDIT","AVIGNON","SMCTFR2AAVI","SMCT","FR","2A","AVI"
"SOCIETE MARSEILLAISE DE CREDIT","BEZIERS","SMCTFR2ABZR","SMCT","FR","2A","BZR"
"SOCIETE MARSEILLAISE DE CREDIT","GRASSE","SMCTFR2AGRA","SMCT","FR","2A","GRA"
"SOCIETE MARSEILLAISE DE CREDIT","MARSEILLE","SMCTFR2AMAR","SMCT","FR","2A","MAR"
"SOCIETE MARSEILLAISE DE CREDIT","MARSEILLE","SMCTFR2A","SMCT","FR","2A",""
"SOCIETE MARSEILLAISE DE CREDIT","MONTPELLIER","SMCTFR2AMPL","SMCT","FR","2A","MPL"
"SOCIETE MARSEILLAISE DE CREDIT","NICE","SMCTFR2ANIC","SMCT","FR","2A","NIC"
"SOCIETE MARSEILLAISE DE CREDIT","NIMES","SMCTFR2ANIM","SMCT","FR","2A","NIM"
"SOCIETE MARSEILLAISE DE CREDIT","ORANGE","SMCTFR2AORA","SMCT","FR","2A","ORA"
"SOCIETE MARSEILLAISE DE CREDIT","PERPIGNAN","SMCTFR2APER","SMCT","FR","2A","PER"
"SOCIETE MARSEILLAISE DE CREDIT","SAINT TROPEZ","SMCTFR2ASTP","SMCT","FR","2A","STP"
"SOCIETE MARSEILLAISE DE CREDIT","TOULON","SMCTFR2ATLN","SMCT","FR","2A","TLN"
"SOCIETE MARSEILLAISE DE CREDIT","VALENCE","SMCTFR2AVAL","SMCT","FR","2A","VAL"
"SOCRAM BANQUE","NIORT","SORMFR2N","SORM","FR","2N",""
"SODIAAL INTERNATIONAL","PARIS","SDALFRPP","SDAL","FR","PP",""
"SOFAX BANQUE","COURBEVOIE","SFAXFRPP","SFAX","FR","PP",""
"SOFAX BANQUE","PARIS","SFAXFRPPBDF","SFAX","FR","PP","BDF"
"SOFIPROTEOL","PARIS","SOFRFRPP","SOFR","FR","PP",""
"SOGEA-SATOM","RUEIL MALMAISON","AFDOFR22","AFDO","FR","22",""
"SOITEC SA","BERNIN","SOECFR22","SOEC","FR","22",""
"SOLAIRE DIRECT","PARIS","SDIRFRPP","SDIR","FR","PP",""
"SONEPAR SA","PARIS","SONRFRPP","SONR","FR","PP",""
"SOUFFLET FINANCES","NOGENT SUR SEINE","FSOUFR22","FSOU","FR","22",""
"ST DUPONT","PARIS","STDPFRPP","STDP","FR","PP",""
"STATE BANK OF INDIA, PARIS BRANCH","PARIS","SBINFRPP","SBIN","FR","PP",""
"STATE STREET BANQUE SA PARIS","PARIS","SBOSFRP2CTA","SBOS","FR","P2","CTA"
"STATE STREET BANQUE SA PARIS","PARIS","SBOSFRP2","SBOS","FR","P2",""
"STEELCASE SAS","STRASBOURG","SCSSFR22","SCSS","FR","22",""
"STEF TFE","PARIS","TFEXFRPP","TFEX","FR","PP",""
"SUMITOMO MITSUI BANKING CORPORATION EUROPE LIMITED","PARIS","SMBCFRPPGEB","SMBC","FR","PP","GEB"
"SUMITOMO MITSUI BANKING CORPORATION EUROPE LIMITED","PARIS","SMBCFRPP","SMBC","FR","PP",""
"SVENSKA HANDELSBANKEN AB","PARIS","HANDFRPP","HAND","FR","PP",""
"SWISS LIFE ASSET MANAGEMENT (FRANCE)","PARIS","SLAMFRPP","SLAM","FR","PP",""
"SWISS LIFE ASSET MANAGEMENT (FRANCE)","PARIS","SLAMFRPPAMB","SLAM","FR","PP","AMB"
"SWISSLIFE BANQUE PRIVEE","PARIS","SWILFRPPBDF","SWIL","FR","PP","BDF"
"SWISSLIFE BANQUE PRIVEE","PARIS","SWILFRPP114","SWIL","FR","PP","114"
"SWISSLIFE BANQUE PRIVEE","PARIS","SWILFRPP","SWIL","FR","PP",""
"SYLVE INVEST","VILLEPINTE","SIPFFR22","SIPF","FR","22",""
"TELEPERFORMANCE","PARIS","TPSAFRPP","TPSA","FR","PP",""
"TEREOS","ORIGNY SAINTE-BENOITE","TEREFR22","TERE","FR","22",""
"TF1 SA","BOULOGNE BILLANCOURT","TFIXFR2B","TFIX","FR","2B",""
"THALES SA","NEUILLY SUR SEINE","TCSFFRPP","TCSF","FR","PP",""
"THE BANK OF NEW YORK MELLON SA/NV","PARIS","BNYMFRPP","BNYM","FR","PP",""
"THE EXPORT-IMPORT BANK OF CHINA, PARIS BRANCH","PARIS","EIBCFRPP","EIBC","FR","PP",""
"THE ROYAL BANK OF SCOTLAND PLC FRANCE (FORMERLY KNOWN AS RBS NV)","PARIS","ABNAFRPP","ABNA","FR","PP",""
"THE ROYAL BANK OF SCOTLAND PLC PARIS BRANCH","PARIS","RBOSFRPP","RBOS","FR","PP",""
"TOTAL CAPITAL","PARIS","TOCAFRPP","TOCA","FR","PP",""
"TOTAL TREASURY","PARIS","TTREFRPP","TTRE","FR","PP",""
"TRANSALLIANCE SERVICE","NANCY","TSERFR22","TSER","FR","22",""
"TRANSATEL SA","PARIS","TSLFFRPP","TSLF","FR","PP",""
"TREVES SA","PARIS","TREGFRPP","TREG","FR","PP",""
"TUNISIAN FOREIGN BANK","MARSEILLE","UTUBFRPPMAR","UTUB","FR","PP","MAR"
"TUNISIAN FOREIGN BANK","PARIS","UTUBFRPPPYR","UTUB","FR","PP","PYR"
"TUNISIAN FOREIGN BANK","PARIS","UTUBFRPPREP","UTUB","FR","PP","REP"
"TUNISIAN FOREIGN BANK","PARIS","UTUBFRPPBEL","UTUB","FR","PP","BEL"
"TUNISIAN FOREIGN BANK","PARIS","UTUBFRPP","UTUB","FR","PP",""
"TUNISIAN FOREIGN BANK","PARIS","UTUBFRPPBDF","UTUB","FR","PP","BDF"
"UBS (FRANCE) SA","PARIS","UBSWFRPP","UBSW","FR","PP",""
"UFFI REAM","LEVALLOIS PERRET","UFFIFRPP","UFFI","FR","PP",""
"UNESCO (UNITED NATIONS EDUCATIONAL, SCIENTIFIC AND CULTURAL ORGANIZATION","PARIS","UNESFRPP","UNES","FR","PP",""
"UNIBAIL-RODAMCO","PARIS","UNBDFRPP","UNBD","FR","PP",""
"UNICREDITO ITALIANO SPA - SUCCURSALE DE PARIS","PARIS","UNCRFRPP","UNCR","FR","PP",""
"UNILEC","IVRY-SUR-SEINE","UNLCFRPP","UNLC","FR","PP",""
"UNION DE BANQUES ARABES ET FRANCAISES","NEUILLY SUR SEINE","UBAFFRPP","UBAF","FR","PP",""
"UNITED BISCUITS","VERTOU","UNBUFR22","UNBU","FR","22",""
"VALEO SA","PARIS","VAEOFRPP","VAEO","FR","PP",""
"VALLOUREC TUBES","BOULOGNE BILLANCOURT","VLRCFR22","VLRC","FR","22",""
"VEOLIA ENVIRONNEMENT SA","PARIS","VEOEFRPP","VEOE","FR","PP",""
"VETOQUINOL SA","LURE","VETOFR2L","VETO","FR","2L",""
"VILMORIN ET CIE","PARIS","VCOMFRPP","VCOM","FR","PP",""
"VINCI CONSTRUCTION FRANCE","NANTERRE","VCFRFRPP","VCFR","FR","PP",""
"VINCI CONSTRUCTION GRANDS PROJETS","RUEIL MALMAISON","VCGPFR22","VCGP","FR","22",""
"VINCI ENERGIES","MONTESSON","VESAFR22","VESA","FR","22",""
"VINCI HOLDING","RUEIL MALMAISON","VINCFRPP","VINC","FR","PP",""
"VIVENDI","PARIS","VIVEFRPP","VIVE","FR","PP",""
"VTB BANK (FRANCE) S.A.","PARIS","EUROFRPP","EURO","FR","PP",""
"YVES ROCHER","ISSY LES MOULINEAUX","YROCFRPP","YROC","FR","PP",""
"ZODIAC AEROSPACE","PLAISIR","ZODCFR22","ZODC","FR","22",""
